Product_ID,Cod10,Title,Price,position,category,macro_category,micro_category,macro_category_id,micro_category_id,color,color_id,product_price,discountedPrice,price_tf,discountedPrice_tf,quantity,coupon,is_in_stock,list,url,img_src,filename,filename
"CH24AHT46002001
",10471584RP,Cape top in silk georgette,1590,33,2298/29768,Ready-to-wear,Top,2298,29768,Black,23387,1590,1590,1590.0,1590.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471584rp.html,https://www.chloe.com/product_image/10471584RP/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ACV1621049Z
",16348397LM,Cropped blouson in shearling,7490,34,2298/29755,Ready-to-wear,Jackets ,2298,29755,Eclipse Blue,2196,7490,7490,7490.0,7490.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348397lm.html,https://www.chloe.com/product_image/16348397LM/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ACP0820448B
",54208000DM,Lace-up flared patchwork pants in leather,3690,35,2298/29772,Ready-to-wear,Pants ,2298,29772,Evening Blue,14739,3690,3690,3690.0,3690.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208000dm.html,https://www.chloe.com/product_image/54208000DM/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AVE14069001
",16348377HH,Cropped Spencer jacket in wool grain de poudre,2990,36,2298/29755,Ready-to-wear,Jackets ,2298,29755,Black,23387,2990,2990,2990.0,2990.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348377hh.html,https://www.chloe.com/product_image/16348377HH/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT1100648Q
",10471621OV,Slim-fit collarless blouse in silk crêpon,1990,37,2298/29768,Ready-to-wear,Top,2298,29768,GRAPHITE BLUE,61751,1990,1990,1990.0,1990.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471621ov.html,https://www.chloe.com/product_image/10471621OV/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AJH121924C6
",10471593PA,Mock-neck logo sweater in cotton fleece,990,38,2298/29768,Ready-to-wear,Top,2298,29768,CLASSIC NAVY,38977,990,990,990.0,990.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471593pa.html,https://www.chloe.com/product_image/10471593PA/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ADP02150402
",54208001IJ,Wide-leg jeans in denim,1090,39,2298/29772,Ready-to-wear,Pants ,2298,29772,Night Blue,540,1090,1090,1090.0,1090.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208001ij.html,https://www.chloe.com/product_image/54208001IJ/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AVE1406349Z
",16348376AE,Cropped Spencer jacket in wool grain de poudre,2990,40,2298/29755,Ready-to-wear,Jackets ,2298,29755,Eclipse Blue,2196,2990,2990,2990.0,2990.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348376ae.html,https://www.chloe.com/product_image/16348376AE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24APA2906349Z
",54207994HR,Tailored pants in wool grain de poudre,1390,41,2298/29772,Ready-to-wear,Pants ,2298,29772,Eclipse Blue,2196,1390,1390,1390.0,1390.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54207994hr.html,https://www.chloe.com/product_image/54207994HR/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AVE22039001
",16348378XA,Double-breasted cardigan jacket in micro bouclette wool,3950,42,2298/29755,Ready-to-wear,Jackets ,2298,29755,Black,23387,3950,3950,3950.0,3950.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348378xa.html,https://www.chloe.com/product_image/16348378XA/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT0600449Z
",10471579XT,Heritage blouse in silk crêpe de chine,1490,43,2298/29768,Ready-to-wear,Top,2298,29768,Eclipse Blue,2196,1490,1490,1490.0,1490.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471579xt.html,https://www.chloe.com/product_image/10471579XT/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP475054C6
",16348428PS,Cape sweater in wool & cashmere,1750,44,2298/29770,Ready-to-wear,Knitwear,2298,29770,CLASSIC NAVY,38977,1750,1750,1750.0,1750.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348428ps.html,https://www.chloe.com/product_image/16348428PS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24APA0404449Z
",54208006SS,Cropped flared pants in cotton gabardine,1290,45,2298/29772,Ready-to-wear,Pants ,2298,29772,Eclipse Blue,2196,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54208006ss.html,https://www.chloe.com/product_image/54208006SS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ACM49213242
",16348394SX,Utilitarian trench coat in soft leather,8490,46,2298/29818,Ready-to-wear,Coats,2298,29818,CARAMELLO,20581,8490,8490,8490.0,8490.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348394sx.html,https://www.chloe.com/product_image/16348394SX/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24APA34043729
",54207997JR,Flare pants in cotton drill,1290,47,2298/29772,Ready-to-wear,Pants ,2298,29772,HARVEST GOLD,26073,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54207997jr.html,https://www.chloe.com/product_image/54207997JR/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AMA1504521D
",16348373NC,Parka in cotton gabardine with cape,4490,48,2298/29818,Ready-to-wear,Coats,2298,29818,PAST KHAKI,62787,4490,4490,4490.0,4490.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348373nc.html,https://www.chloe.com/product_image/16348373NC/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP22665892
",16348426VS,Knitted Henley shirt in fine merino wool ,1190,49,2298/29770,Ready-to-wear,Knitwear,2298,29770,TAN APRICOT,61643,1190,1190,1190.0,1190.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348426vs.html,https://www.chloe.com/product_image/16348426VS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ACM4120020T
",16348369MV,Oversized blouson jacket in leather,11590,50,2298/29818,Ready-to-wear,Coats,2298,29818,BISCOTTI BROWN,62776,11590,11590,11590.0,11590.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348369mv.html,https://www.chloe.com/product_image/16348369MV/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ARO0300138H
",15403587LL,Fluid long shirt dress in silk mousseline,4290,51,2298/29827,Ready-to-wear,Dresses,2298,29827,FOAMY GREEN,20577,4290,4290,4290.0,4290.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403587ll.html,https://www.chloe.com/product_image/15403587LL/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMC105903B8
",16348403SB,Utilitarian cable-knit cardigan in cotton,1790,52,2298/29770,Ready-to-wear,Knitwear,2298,29770,OLIVE TREE,39861,1790,1790,1790.0,1790.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348403sb.html,https://www.chloe.com/product_image/16348403SB/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMS055903B8
",30301950ER,Cable-knit mini shorts in cotton,1000,53,2298/29817,Ready-to-wear,Shorts,2298,29817,OLIVE TREE,39861,1000,1000,1000.0,1000.0,1,,True,searchresult,https://www.chloe.com/us/shorts_cod30301950er.html,https://www.chloe.com/product_image/30301950ER/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AVE01063205
",16348374BU,Tailored jacket in wool grain de poudre,3390,54,2298/29755,Ready-to-wear,Jackets ,2298,29755,Coconut Brown,15242,3390,3390,3390.0,3390.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348374bu.html,https://www.chloe.com/product_image/16348374BU/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AJH18189211
",10471594JE,Long-sleeve top in velvet jersey,750,55,2298/29768,Ready-to-wear,Top,2298,29768,AUTUMNAL BROWN,21123,750,750,750.0,750.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471594je.html,https://www.chloe.com/product_image/10471594JE/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AMA10071275
",16348372GN,Cape coat in wool & cashmere,3990,56,2298/29818,Ready-to-wear,Coats,2298,29818,SOFT TAN,35120,3990,3990,3990.0,3990.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348372gn.html,https://www.chloe.com/product_image/16348372GN/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AJH09183852
",10471592LX,Cropped boxy logo T-shirt in cotton jersey,590,57,2298/29768,Ready-to-wear,Top,2298,29768,,,590,590,590.0,590.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471592lx.html,https://www.chloe.com/product_image/10471592LX/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMA2304426A
",16348401WC,Classic trench coat in cotton gabardine with cape,4090,58,2298/29818,Ready-to-wear,Coats,2298,29818,Worn Brown,14784,4090,4090,4090.0,4090.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348401wc.html,https://www.chloe.com/product_image/16348401WC/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24ARO4704426A
",15403591EJ,Saharienne dress in cotton gabardine,1850,59,2298/29827,Ready-to-wear,Dresses,2298,29827,Worn Brown,14784,1850,1850,1850.0,1850.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403591ej.html,https://www.chloe.com/product_image/15403591EJ/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AVE3104326A
",16348379FO,Cropped saharienne jacket in cotton drill,2690,60,2298/29755,Ready-to-wear,Jackets ,2298,29755,Worn Brown,14784,2690,2690,2690.0,2690.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348379fo.html,https://www.chloe.com/product_image/16348379FO/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AJU1304521D
",30301924IK,Saharienne midi skirt in cotton gabardine,2190,61,2298/29828,Ready-to-wear,Skirts,2298,29828,PAST KHAKI,62787,2190,2190,2190.0,2190.0,1,,True,searchresult,https://www.chloe.com/us/skirts_cod30301924ik.html,https://www.chloe.com/product_image/30301924IK/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT0701699G
",10471620KX,Oversized blouse in silk,1990,62,2298/29768,Ready-to-wear,Top,2298,29768,Blue - White 1,14723,1990,1990,1990.0,1990.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471620kx.html,https://www.chloe.com/product_image/10471620KX/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO4204020M
",15403567AS,Utilitarian shirt dress in light cotton poplin,1890,63,2298/29827,Ready-to-wear,Dresses,2298,29827,SECRET BROWN,61642,1890,1890,1890.0,1890.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403567as.html,https://www.chloe.com/product_image/15403567AS/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT68004285
",10471622PD,Classic utilitarian blouse in crêpe de chine,1750,64,2298/29768,Ready-to-wear,Top,2298,29768,SAND BROWN,21181,1750,1750,1750.0,1750.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471622pd.html,https://www.chloe.com/product_image/10471622PD/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT68004466
",10471623IN,Classic utilitarian blouse in crêpe de chine,1750,65,2298/29768,Ready-to-wear,Top,2298,29768,ASH BLUE,39648,1750,1750,1750.0,1750.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471623in.html,https://www.chloe.com/product_image/10471623IN/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT700046K1
",10471624LA,Lavallière blouse in crêpe de chine,1690,66,2298/29768,Ready-to-wear,Top,2298,29768,Cameo Rose,1986,1690,1690,1690.0,1690.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471624la.html,https://www.chloe.com/product_image/10471624LA/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AHT030026H9
",10471619TI,Cape blouse in silk georgette,1890,67,2298/29768,Ready-to-wear,Top,2298,29768,Clay Pink,4968,1890,1890,1890.0,1890.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471619ti.html,https://www.chloe.com/product_image/10471619TI/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT07021107
",10471580DH,Oversized blouse in viscose & silk satin,2390,68,2298/29768,Ready-to-wear,Top,2298,29768,Iconic Milk,1244,2390,2390,2390.0,2390.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471580dh.html,https://www.chloe.com/product_image/10471580DH/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AHT79041101
",10471588BB,Classic utilitarian shirt in cotton poplin,1290,69,2298/29768,Ready-to-wear,Top,2298,29768,White,23388,1290,1290,1290.0,1290.0,1,,True,searchresult,https://www.chloe.com/us/top_cod10471588bb.html,https://www.chloe.com/product_image/10471588BB/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AVE011649CA
",16348434MR,Tailored jacket in Prince of Wales wool,3790,70,2298/29755,Ready-to-wear,Jackets ,2298,29755,Multicolor 1,1245,3790,3790,3790.0,3790.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348434mr.html,https://www.chloe.com/product_image/16348434MR/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24AJU091649CA
",30301909SL,Tailored mini skirt in Prince of Wales wool,1590,71,2298/29828,Ready-to-wear,Skirts,2298,29828,Multicolor 1,1245,1590,1590,1590.0,1590.0,1,,True,searchresult,https://www.chloe.com/us/skirts_cod30301909sl.html,https://www.chloe.com/product_image/30301909SL/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMP27680107
",16348427IN,Short-sleeve pearl sweater in wool & cashmere,2250,72,2298/29770,Ready-to-wear,Knitwear,2298,29770,Iconic Milk,1244,2250,2250,2250.0,2250.0,1,,True,searchresult,https://www.chloe.com/us/knitwear_cod16348427in.html,https://www.chloe.com/product_image/16348427IN/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24APA29042103
",54207993NB,Tailored pants in brushed cotton,1490,73,2298/29772,Ready-to-wear,Pants ,2298,29772,COCONUT MILK,38972,1490,1490,1490.0,1490.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54207993nb.html,https://www.chloe.com/product_image/54207993NB/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AMA02067905
",16348400AQ,Tailored coat in wool & cotton tweed,3950,74,2298/29818,Ready-to-wear,Coats,2298,29818,BLACK - WHITE 1,20585,3950,3950,3950.0,3950.0,1,,True,searchresult,https://www.chloe.com/us/coats_cod16348400aq.html,https://www.chloe.com/product_image/16348400AQ/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CHC24AVE1006801J
",16348435WP,Tailored jacket in wool grain de poudre,3100,75,2298/29755,Ready-to-wear,Jackets ,2298,29755,SWAN GREY,36035,3100,3100,3100.0,3100.0,1,,True,searchresult,https://www.chloe.com/us/jackets_cod16348435wp.html,https://www.chloe.com/product_image/16348435WP/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24APA3406801J
",54207999KK,Flare pants in wool grain de poudre,1490,76,2298/29772,Ready-to-wear,Pants ,2298,29772,SWAN GREY,36035,1490,1490,1490.0,1490.0,1,,True,searchresult,https://www.chloe.com/us/pants_cod54207999kk.html,https://www.chloe.com/product_image/54207999KK/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO10002343
",15403564QA,Long flou dress in silk georgette,3100,77,2298/29827,Ready-to-wear,Dresses,2298,29827,DESERT GREEN,62780,3100,3100,3100.0,3100.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403564qa.html,https://www.chloe.com/product_image/15403564QA/f/w282.jpg,ready_to_wear,ready_to_wear.html
"CH24ARO52001343
",15403571CX,Mini ruffled dress in silk mousseline,3990,78,2298/29827,Ready-to-wear,Dresses,2298,29827,DESERT GREEN,62780,3990,3990,3990.0,3990.0,1,,True,searchresult,https://www.chloe.com/us/dresses_cod15403571cx.html,https://www.chloe.com/product_image/15403571CX/f/w282.jpg,ready_to_wear,ready_to_wear.html
